A0A0A7EPL0	AT1G08910.1
F4IJF2	AT2G16018.1
F4IJF7	AT2G16050.1
F4IJJ8	AT2G22530.1
F4IJK1	AT2G22560.1
F4IJK5	AT2G22600.1
F4IJK6	AT2G22610.1
F4IJL5	AT2G28755.1
F4IJP7	AT2G29000.1
F4IJR9	AT2G35080.2
F4IJS1	AT2G35090.1
F4IJV4	AT2G35340.1
F4IJX5	AT2G41150.2
F4IJY5	AT2G41231.1
F4IJZ6	AT2G41300.1
F4IK01	AT2G41350.2
F4IK06	AT2G41390.1
F4IK16	AT2G41440.4
F4IK40	AT2G46915.1
F4IK44	AT2G46940.1
F4IK45	AT2G46950.1
F4IK69	AT2G47090.1
F4IK72	AT2G47115.1
F4IK77	AT2G06904.1
F4IK78	AT2G06906.1
F4IK79	AT2G06908.1
F4IK85	AT2G07020.1
F4IK92	AT2G07170.1
F4IK96	AT2G07200.1
F4IK97	AT2G07215.1
F4IK98	AT2G07240.1
F4IK99	AT2G07280.1
F4IKA7	AT2G16200.2
F4IKB3	AT2G16230.1
F4IKD6	AT2G16460.2
F4IKF3	AT2G22720.2
F4IKF6	AT2G22730.1
F4IKG5	AT2G22795.1
F4IKM1	AT2G29340.1
F4IKR5	AT2G35540.1
F4IKT4	AT2G35660.1
F4IKW3	AT2G41470.1
F4IKW4	AT2G41473.1
F4IKX0	AT2G41520.1
F4IL05	AT2G41750.1
F4IL30	AT2G47300.2
F4IL57	AT2G47500.1
F4IL68	AT2G07360.2
F4IL89	AT2G07676.1
F4IL90	AT2G07768.1
F4IL92	AT2G16575.1
F4ILE1	AT2G16940.2
F4ILF8	AT2G23096.1
F4ILF9	AT2G23100.1
F4ILJ4	AT2G23348.4
F4ILK1	AT2G29605.1
F4ILN3	AT2G29840.1
F4ILN4	AT2G29850.1
F4ILP4	AT2G29920.1
F4ILR7	AT2G35920.1
F4ILW4	AT2G41830.1
F4ILY9	AT2G42005.1
F4IM67	AT2G01008.1
F4IM73	AT2G01070.1
F4IM84	AT2G01130.1
F4IMA2	AT2G07681.1
F4IMA3	AT2G07772.1
F4IMA4	AT2G07774.1
F4IMB2	AT2G07599.2
F4IMB4	AT2G07798.1
F4IMB5	AT2G07698.1
F4IMB6	AT2G07667.1
F4IMC1	AT2G07706.1
F4IMC6	AT2G07714.1
F4IMC7	AT2G07715.1
F4IMD2	AT2G07815.1
F4IMD5	AT2G16960.1
F4IMD9	AT2G16990.2
F4IME1	AT2G17000.1
F4IME2	AT2G17010.1
F4IME8	AT2G17040.1
F4IME9	AT2G17043.1
F4IMF2	AT2G17060.1
F4IMF6	AT2G17110.1
F4IMH3	AT2G17250.1
F4IMI8	AT2G23400.1
F4IMJ8	AT2G23520.1
F4IMK2	AT2G23550.4
F4IMK4	AT2G23580.1
F4IMQ0	AT2G30120.2
F4IMT1	AT2G30380.1
F4IMW1	AT2G36360.3
F4IMY0	AT2G36480.2
F4IN23	AT2G42380.2
F4IN30	AT2G42450.1
F4IN32	AT2G42460.1
F4IN39	AT2G42510.2
F4IN58	AT2G48060.1
F4IN63	AT2G48080.1
F4IN69	AT2G48110.1
F4IN73	AT4G37510.1
F4IN78	AT2G48160.1
F4IN86	AT2G01280.1
F4INA9	AT2G01440.1
F4INE2	AT2G07732.1
F4INE5	AT2G07827.2
F4INE9	AT2G07775.1
F4INF1	AT2G07806.2
F4INF6	AT2G07835.1
F4ING3	AT2G07981.1
F4ING4	AT2G08986.1
F4ING5	AT2G09388.1
F4INJ6	AT2G17550.1
F4INK3	AT2G17580.1
F4INN2	AT2G23960.1
F4INP9	AT2G24070.3
F4INT5	AT2G30480.5
F4INW4	AT2G30630.2
F4INW8	AT2G30680.1
F4INW9	AT2G30690.2
F4INY4	AT2G30800.1
F4INZ4	AT2G36670.1
F4INZ9	AT2G36690.2
F4IP00	AT2G36695.1
F4IP06	AT2G36740.1
F4IP13	AT2G36810.1
F4IP14	AT2G36815.1
F4IP61	AT2G42640.1
F4IP69	AT2G42700.1
F4IPE3	AT2G01940.1
F4IPF5	AT2G02023.1
F4IPF7	AT2G09840.1
F4IPG3	AT2G10260.1
F4IPH5	AT2G17785.1
F4IPI3	AT2G17845.1
F4IPI4	AT2G17850.1
F4IPI5	AT2G17860.1
F4IPJ1	AT2G17930.1
F4IPK2	AT2G18000.2
F4IPL2	AT2G18070.1
F4IPL5	AT2G18100.1
F4IPM3	AT2G24300.3
F4IPQ0	AT2G24510.1
F4IPR3	AT2G24600.4
F4IPU5	AT2G30942.1
F4IPV3	AT2G30990.5
F4IPV6	AT2G31010.2
F4IPW5	AT2G31060.3
F4IPX8	AT2G31141.1
F4IPY0	AT2G31150.1
F4IPY2	AT2G31170.1
F4IPY7	AT2G37025.3
F4IPZ0	AT2G37035.1
F4IPZ3	AT2G37050.1
F4IPZ8	AT2G37070.1
F4IQ07	AT2G37150.3
F4IQ10	AT2G37160.2
F4IQ29	AT2G37290.2
F4IQ31	AT2G37300.6
F4IQ39	AT2G37370.3
F4IQ44	AT2G42955.1
F4IQ85	AT2G43230.2
F4IQ97	AT2G02061.1
F4IQG2	AT2G18190.1
F4IQG4	AT2G18196.1
F4IQJ2	AT2G18410.1
F4IQJ4	AT2G18420.1
F4IQJ6	AT2G18460.1
F4IQK5	AT2G18540.2
F4IQK7	AT2G18560.1
F4IQK9	AT2G18590.1
F4IQL7	AT2G24696.1
F4IQN6	AT2G24870.1
F4IQN9	AT2G24945.1
F4IQQ9	AT2G31215.1
F4IQS9	AT2G31340.1
F4IQV7	AT2G31530.1
F4IQX1	AT2G37450.2
F4IQY0	AT2G37520.1
F4IQY1	AT2G37530.1
F4IR05	AT2G37700.1
F4IR19	AT2G37780.1
F4IR54	AT2G43465.1
F4IR55	AT2G43470.1
F4IR78	AT2G02550.2
F4IR90	AT2G02630.1
F4IR95	AT2G02690.1
F4IRA7	AT2G02770.1
F4IRB0	AT2G02795.1
F4IRB4	AT2G02820.2
F4IRB6	AT2G02835.1
F4IRC9	AT2G10965.1
F4IRD1	AT2G10975.1
F4IRD3	AT2G11000.1
F4IRD4	AT2G11005.1
F4IRE1	AT2G11462.1
F4IRF0	AT2G18680.1
F4IRF5	AT2G18720.2
F4IRH5	AT2G18870.1
F4IRI1	AT2G18900.1
F4IRK4	AT2G25120.1
F4IRK9	AT2G25169.1
F4IRM4	AT2G25290.4
F4IRP0	AT2G25370.1
F4IRQ5	AT2G31580.1
F4IRR2	AT2G31660.1
F4IRU3	AT2G31900.4
F4IRU6	AT2G31930.1
F4IRV7	AT2G37800.1
F4IRW0	AT2G37840.1
F4IRX7	AT2G37970.1
F4IRZ1	AT2G38070.1
F4IS00	AT2G38150.1
F4IS01	AT2G38152.1
F4IS25	AT2G43660.2
F4IS56	AT2G43850.1
F4IS71	AT2G02960.5
F4IS76	AT2G03010.1
F4IS91	AT2G03150.1
F4ISA8	AT2G03310.1
F4ISA9	AT2G03320.1
F4ISB4	AT2G03360.2
F4ISC4	AT2G11623.1
F4ISC6	AT2G11626.1
F4ISD8	AT2G12170.1
F4ISE1	AT2G19040.1
F4ISE2	AT2G19045.1
F4ISE7	AT2G19090.1
F4ISG1	AT2G19260.2
F4ISH3	AT2G19360.1
F4ISL5	AT2G25640.1
F4ISL7	AT2G25660.4
F4ISN0	AT2G25730.3
F4ISN5	AT2G25760.2
F4ISQ7	AT2G32000.1
F4ISS7	AT2G32140.1
F4IST2	AT2G32170.2
F4ISU2	AT2G32240.1
F4ISV2	AT2G32295.2
F4ISV4	AT2G32310.1
F4ISV6	AT2G32320.2
F4ISV9	AT2G38195.1
F4ISW5	AT2G38255.1
F4ISY0	AT2G38370.2
F4ISY9	AT2G38450.1
F4IT02	AT2G38570.1
F4IT19	AT2G43930.1
F4IT21	AT2G43945.1
F4IT40	AT2G44070.1
F4IT63	AT2G44220.1
F4IT66	AT2G44250.1
F4IT83	AT2G03565.1
F4IT95	AT2G03630.1
F4IT98	AT2G03640.4
F4ITB8	AT2G03810.7
F4ITF9	AT2G19710.1
F4ITH6	AT2G19850.2
F4ITI0	AT2G19880.2
F4ITI2	AT2G19890.1
F4ITJ6	AT2G25910.2
F4ITL6	AT2G26070.1
F4ITM1	AT2G26130.1
F4ITM2	AT2G26135.1
F4ITP1	AT2G26270.1
F4ITP5	AT2G32340.1
F4ITP6	AT2G32350.1
F4ITW1	AT2G38680.1
F4ITW2	AT2G38690.1
F4ITW3	AT2G38695.3
F4ITY1	AT2G38820.2
F4ITY4	AT2G38830.1
F4ITY5	AT2G38840.1
F4IU00	AT2G38900.2
F4IU12	AT2G38970.1
F4IU14	AT2G38995.2
F4IU60	AT2G44580.2
F4IU76	AT2G03930.2
F4IUA7	AT2G12875.1
F4IUB1	AT2G12935.1
F4IUB3	AT2G12945.1
F4IUB8	AT2G13125.1
F4IUC5	AT2G13295.1
F4IUE7	AT2G20120.2
F4IUF0	AT2G20142.1
F4IUG1	AT2G20210.1
F4IUG9	AT2G20290.1
F4IUH2	AT2G20320.2
F4IUJ2	AT2G26360.1
F4IUJ7	AT2G26410.2
F4IUN0	AT2G26610.1
F4IUQ8	AT2G32820.1
F4IUR7	AT2G32870.1
F4IUR8	AT2G32880.1
F4IUS3	AT2G32910.1
F4IUT0	AT2G32970.4
F4IUT4	AT2G33000.1
F4IUU1	AT2G33060.1
F4IUW3	AT2G39130.2
F4IUX6	AT2G39260.1
F4IUX9	AT2G39280.2
F4IUY1	AT2G39300.4
F4IUY8	AT2G39340.1
F4IV00	AT2G39435.2
F4IV13	AT2G44735.1
F4IV16	AT2G44750.2
F4IV18	AT2G44760.1
F4IV21	AT2G44800.1
F4IV24	AT2G44820.1
F4IV25	AT2G44830.3
F4IV28	AT2G44850.3
F4IV34	AT2G44890.1
F4IV45	AT2G44980.2
F4IV52	AT2G04115.1
F4IV59	AT2G04190.1
F4IV62	AT2G04235.1
F4IV66	AT2G04270.5
F4IV84	AT2G04410.1
F4IV99	AT2G13370.3
F4IVD6	AT2G20440.2
F4IVH3	AT2G20616.1
F4IVI0	AT2G20635.1
F4IVK3	AT2G26810.2
F4IVL6	AT2G26890.1
F4IVN9	AT2G27035.1
F4IVP3	AT2G27060.1
F4IVQ7	AT2G33175.1
F4IVR7	AT2G33240.1
F4IVU1	AT2G33385.2
F4IVU7	AT2G33435.1
F4IVV0	AT2G33460.1
F4IVY6	AT2G39670.2
F4IW10	AT2G45030.1
F4IW19	AT2G45100.3
F4IW24	AT2G45135.2
F4IW47	AT2G45290.2
F4IW50	AT2G45320.1
F4IW51	AT2G45330.1
F4IWA8	AT3G14850.2
F4IWB2	AT3G20890.1
F4IWB3	AT3G20898.1
F4IWB9	AT3G20935.1
F4IWC6	AT3G20980.1
F4IWG3	AT3G27325.3
F4IWG7	AT3G27330.1
F4IWJ4	AT3G27480.1
F4IWJ8	AT3G27510.1
F4IWK7	AT3G27590.1
F4IWK8	AT3G27600.1
F4IWM0	AT3G42723.1
F4IWT9	AT3G49300.1
F4IWV2	AT3G55410.2
F4IX05	AT3G61898.1
F4IX22	AT3G62010.1
F4IX29	AT3G62040.1
F4IX33	AT3G62080.2
F4IXC9	AT3G14860.2
F4IXE4	AT3G14950.1
F4IXE7	AT3G14980.6
F4IXI5	AT3G15240.2
F4IXI9	AT3G21290.1
F4IXJ0	AT3G21295.1
F4IXJ7	AT3G21350.2
F4IXJ9	AT3G21351.1
F4IXL0	AT3G21450.1
F4IXL3	AT3G21465.2
F4IXN6	AT3G21660.1
F4IXT2	AT3G28020.1
F4IXT6	AT3G28060.1
F4IXU3	AT3G43148.1
F4IXU5	AT3G43153.1
F4IXW2	AT3G43300.3
F4IXX3	AT3G49400.1
F4IXX4	AT3G49410.3
F4IY03	AT3G49630.1
F4IY04	AT3G49640.1
F4IY34	AT3G55780.1
F4IY62	AT3G56040.1
F4IYB7	AT3G62580.1
F4IYD1	AT3G01030.1
F4IYF8	AT3G02760.2
F4IYH6	AT3G02890.1
F4IYH7	AT3G02900.2
F4IYK3	AT3G08947.1
F4IYK6	AT3G08960.3
F4IYM4	AT3G09090.1
F4IYM6	AT3G09100.2
F4IYY5	AT3G22080.1
F4IYZ0	AT3G28080.1
F4IZ00	AT3G28155.1
F4IZ01	AT3G28170.1
F4IZ03	AT3G28190.1
F4IZ09	AT3G28223.1
F4IZ10	AT3G28230.2
F4IZ13	AT3G28250.1
F4IZ43	AT3G43420.1
F4IZ60	AT3G43574.1
F4IZ80	AT3G49845.1
F4IZ82	AT3G49860.1
F4IZB4	AT3G50140.1
F4IZC0	AT3G50190.1
F4IZC4	AT3G56160.1
F4IZC5	AT3G56170.1
F4IZK0	AT3G62860.1
F4IZK5	AT3G62900.3
F4IZL5	AT3G62970.1
F4IZM5	AT3G63050.1
F4IZM8	AT3G63070.1
F4IZR5	AT3G03110.1
F4IZU3	AT3G03340.2
F4IZU8	AT3G09160.1
F4IZV1	AT3G09190.1
F4IZV9	AT3G09250.2
F4IZW8	AT3G09340.1
F4J000	AT3G15605.4
F4J030	AT3G15800.1
F4J048	AT3G15910.1
F4J061	AT3G22190.4
F4J077	AT3G22270.1
F4J078	AT3G22275.1
F4J099	AT3G22430.1
F4J0A8	AT3G28490.1
F4J0B5	AT3G28550.1
F4J0B7	AT3G28570.2
F4J0C0	AT3G28600.1
F4J0D0	AT3G28680.1
F4J0D2	AT3G28690.2
F4J0D4	AT3G28700.2
F4J0E6	AT3G28780.1
F4J0F0	AT3G28830.1
F4J0F5	AT3G28870.1
F4J0F6	AT3G28880.1
F4J0G0	AT3G43682.1
F4J0H5	AT3G43833.1
F4J0K7	AT3G50290.1
F4J0K8	AT3G50300.1
F4J0L0	AT3G50320.1
F4J0L8	AT3G50373.1
F4J0N6	AT3G50540.1
F4J0R7	AT3G56730.3
F4J0W4	AT3G63150.1
F4J0W8	AT3G63180.1
F4J108	AT3G63450.5
F4J117	AT3G01510.1
F4J128	AT3G03350.2
F4J131	AT3G03370.1
F4J135	AT3G03405.1
F4J139	AT3G03440.1
F4J152	AT3G03560.1
F4J153	AT3G03570.1
F4J158	AT3G03620.2
F4J173	AT3G03726.1
F4J1A6	AT3G09730.2
F4J1B0	AT3G09750.1
F4J1D9	AT3G15960.1
F4J1E9	AT3G16020.1
F4J1G1	AT3G16130.1
F4J1H2	AT3G16230.2
F4J1H7	AT3G16260.1
F4J1N5	AT3G22860.1
F4J1Q3	AT3G28925.1
F4J1Q8	AT3G28958.1
F4J1Q9	AT3G28960.5
F4J1R5	AT3G29020.2
F4J1R8	AT3G29033.1
F4J1S7	AT3G29080.1
F4J1T4	AT3G29140.1
F4J1T5	AT3G29152.1
F4J1U2	AT3G29185.1
F4J1U4	AT3G44050.1
F4J1W7	AT3G44235.1
F4J1Z7	AT3G50730.1
F4J220	AT3G50920.1
F4J262	AT3G57170.1
F4J264	AT3G57190.1
F4J270	AT3G57240.1
F4J284	AT3G57350.1
F4J287	AT3G57380.1
F4J2C6	AT3G03790.1
F4J2C8	AT3G03810.2
F4J2F8	AT3G04020.1
F4J2H2	AT3G09925.1
F4J2J6	AT3G10113.1
F4J2J7	AT3G10116.1
F4J2K2	AT3G10160.1
F4J2K4	AT3G10180.1
F4J2M6	AT3G10310.1
F4J2R0	AT3G16600.1
F4J2R9	AT3G16680.1
F4J2T9	AT3G22980.3
F4J2U9	AT3G23070.1
F4J2W0	AT3G23145.1
F4J2W7	AT3G23172.1
F4J2X6	AT3G23245.1
F4J2X9	AT3G23255.2
F4J2Z7	AT3G29250.1
F4J300	AT3G29260.1
F4J306	AT3G29305.1
F4J311	AT3G29340.1
F4J320	AT3G29385.1
F4J326	AT3G29450.1
F4J327	AT3G29560.1
F4J328	AT3G29570.1
F4J339	AT3G44480.4
F4J341	AT3G44510.2
F4J349	AT3G44570.1
F4J355	AT3G44620.2
F4J359	AT3G44630.3
F4J361	AT3G44670.2
F4J364	AT3G44690.1
F4J368	AT3G44713.1
F4J376	AT3G44740.5
F4J379	AT3G44755.1
F4J381	AT3G51050.1
F4J389	AT3G51100.2
F4J390	AT3G51110.1
F4J394	AT3G51150.4
F4J3A9	AT3G51270.4
F4J3B9	AT3G51340.1
F4J3C0	AT3G51350.1
F4J3D6	AT3G57460.1
F4J3D9	AT3G57470.2
F4J3F3	AT3G57570.1
F4J3G5	AT3G57680.1
F4J3H7	AT3G57770.1
F4J3H8	AT3G57780.4
F4J3I0	AT3G57790.2
F4J3J5	AT3G01560.1
F4J3M2	AT3G04260.1
F4J3M3	AT3G04270.1
F4J3N2	AT3G04340.1
F4J3N4	AT3G04360.1
F4J3P7	AT3G04450.1
F4J3Q1	AT3G04480.1
F4J3R7	AT3G10420.2
F4J3S1	AT3G10440.1
F4J3T8	AT3G10550.1
F4J3U4	AT3G10585.1
F4J3Y5	AT3G16960.1
F4J3Z2	AT3G17030.1
F4J405	AT3G17140.1
F4J412	AT3G17190.1
F4J424	AT3G23380.2
F4J432	AT3G23460.1
F4J434	AT3G23480.2
F4J465	AT3G23680.1
F4J466	AT3G23685.1
F4J469	AT3G23710.1
F4J479	AT3G29636.1
F4J480	AT3G29638.1
F4J485	AT3G29720.1
F4J487	AT3G29750.1
F4J496	AT3G44780.1
F4J4A0	AT3G44790.1
F4J4A1	AT3G44800.1
F4J4A2	AT3G44805.1
F4J4C0	AT3G44970.1
F4J4C8	AT3G45040.1
F4J4F8	AT3G51580.2
F4J4G2	AT3G51620.2
F4J4G9	AT3G51640.2
F4J4H2	AT3G51650.4
F4J4N3	AT3G58090.1
F4J4N6	AT3G58110.2
F4J4P1	AT3G58150.1
F4J4P8	AT3G58220.5
F4J4Q8	AT3G01175.1
F4J4R5	AT3G01600.1
F4J4V4	AT3G04710.2
F4J4Y0	AT3G10780.1
F4J4Y5	AT3G10820.2
F4J4Y8	AT3G10845.1
F4J510	AT3G10970.1
F4J517	AT3G11000.2
F4J549	AT3G17340.2
F4J551	AT3G17350.1
F4J555	AT3G17370.1
F4J556	AT3G17380.1
F4J573	AT3G17520.1
F4J5A7	AT3G23900.4
F4J5D3	AT3G24080.1
F4J5F2	AT3G30160.1
F4J5F4	AT3G30200.1
F4J5F6	AT3G30220.1
F4J5F8	AT3G30230.1
F4J5F9	AT3G30235.1
F4J5G3	AT3G30290.1
F4J5G5	AT3G30320.1
F4J5I0	AT3G45190.1
F4J5L3	AT3G45480.1
F4J5L7	AT3G45525.1
F4J5M9	AT3G51890.1
F4J5R1	AT3G52100.1
F4J5R8	AT3G52130.1
F4J5S1	AT3G52140.2
F4J5U9	AT3G58430.2
F4J5Y7	AT3G58690.1
F4J5Z7	AT3G01260.1
F4J609	AT3G02300.2
F4J631	AT3G04960.3
F4J668	AT3G11165.1
F4J687	AT3G11300.1
F4J6A8	AT3G11450.1
F4J6B8	AT3G11530.2
F4J6C9	AT3G17670.2
F4J6D3	AT3G17680.2
F4J6D7	AT3G17712.2
F4J6E0	AT3G17720.1
F4J6F6	AT3G17850.1
F4J6G5	AT3G17920.1
F4J6I6	AT3G24200.2
F4J6I7	AT3G24210.1
F4J6J4	AT3G24255.2
F4J6M8	AT3G24517.1
F4J6N4	AT3G30520.1
F4J6N7	AT3G30580.1
F4J6R3	AT3G45760.1
F4J6S0	AT3G45800.1
F4J6S4	AT3G45840.1
F4J6T7	AT3G45940.1
F4J6V1	AT3G52250.2
F4J6V5	AT3G52270.1
F4J6Y4	AT3G52510.1
F4J738	AT3G59020.2
F4J794	AT3G05345.1
F4J7A7	AT3G05410.2
F4J7B4	AT3G05450.1
F4J7B7	AT3G05480.3
F4J7F3	AT3G11720.3
F4J7G2	AT3G11773.2
F4J7L7	AT3G18235.1
F4J7M4	AT3G18282.1
F4J7P5	AT3G24542.1
F4J7P7	AT3G24560.2
F4J7R4	AT3G24710.1
F4J7S8	AT3G24840.6
F4J7T2	AT3G24870.1
F4J7T3	AT3G24880.1
F4J7T4	AT3G24890.2
F4J7T6	AT3G24900.2
F4J7T7	AT3G24929.1
F4J7U3	AT3G25013.5
F4J7U9	AT3G30770.1
F4J7V2	AT3G30805.1
F4J7V3	AT3G30820.1
F4J7V4	AT3G30840.1
F4J7V7	AT3G30845.1
F4J800	AT3G46240.1
F4J801	AT3G46260.1
F4J810	AT3G46350.1
F4J826	AT3G52690.1
F4J827	AT3G52700.1
F4J864	AT3G52970.1
F4J868	AT3G59130.1
F4J890	AT3G59310.2
F4J8A2	AT3G59390.2
F4J8B4	AT3G59460.1
F4J8B6	AT3G59470.2
F4J8C0	AT3G59500.2
F4J8C6	AT3G01310.2
F4J8C8	AT3G01311.1
F4J8D3	AT3G01780.1
F4J8D6	AT3G02370.4
F4J8D9	AT3G02390.2
F4J8G2	AT3G05660.1
F4J8G7	AT3G05680.2
F4J8G8	AT3G05685.1
F4J8I0	AT3G05750.1
F4J8J7	AT3G11930.1
F4J8K6	AT3G11964.2
F4J8L1	AT3G12010.1
F4J8L3	AT3G12020.4
F4J8R4	AT3G18485.1
F4J8S4	AT3G18530.1
F4J8S5	AT3G18535.3
F4J8U4	AT3G18700.1
F4J8V5	AT3G18770.1
F4J8W8	AT3G25090.1
F4J8X6	AT3G25150.2
F4J8Y4	AT3G25200.1
F4J910	AT3G25510.2
F4J917	AT3G31350.1
F4J921	AT3G31402.1
F4J922	AT3G31430.1
F4J923	AT3G31900.1
F4J924	AT3G31910.1
F4J925	AT3G31950.1
F4J927	AT3G46400.1
F4J934	AT3G46450.2
F4J937	AT3G46480.1
F4J938	AT3G46490.1
F4J956	AT3G46616.2
F4J962	AT3G46650.1
F4J982	AT3G53030.1
F4J9A0	AT3G53180.1
F4J9A3	AT3G53210.1
F4J9A8	AT3G53240.2
F4J9C1	AT3G53305.1
F4J9E8	AT3G59680.2
F4J9G2	AT3G59780.1
F4J9G6	AT3G59820.2
F4J9G8	AT3G59830.1
F4J9K3	AT3G05860.1
F4J9K9	AT3G05900.1
F4J9M5	AT3G06010.1
F4J9Q6	AT3G12340.1
F4J9R7	AT3G12420.1
F4J9T2	AT3G12545.1
F4J9U2	AT3G12590.1
F4J9W8	AT3G18860.2
F4J9Y1	AT3G18957.1
F4J9Z7	AT3G19055.1
F4J9Z8	AT3G19070.1
F4JA38	AT3G25670.1
F4JA39	AT3G25680.1
F4JA50	AT3G25727.1
F4JA67	AT3G25850.1
F4JA71	AT3G32047.1
F4JA72	AT3G32050.1
F4JA74	AT3G32090.1
F4JA77	AT3G32130.1
F4JA78	AT3G32150.1
F4JA79	AT3G32160.1
F4JA80	AT3G32180.1
F4JA81	AT3G32190.1
F4JA83	AT3G32260.1
F4JA84	AT3G32280.1
F4JA85	AT3G32330.1
F4JA91	AT3G46840.1
F4JAA5	AT3G46960.1
F4JAB7	AT3G47040.2
F4JAC4	AT3G47100.1
F4JAD0	AT3G47160.2
F4JAD2	AT3G47170.1
F4JAD4	AT3G47190.1
F4JAE0	AT3G53390.1
F4JAF4	AT3G53470.2
F4JAP6	AT3G60286.6
F4JAP7	AT3G60290.1
F4JAP8	AT3G60300.2
F4JAU2	AT3G06290.1
F4JAU3	AT3G06300.1
F4JAX0	AT3G06455.1
F4JAZ0	AT3G12775.1
F4JAZ8	AT3G12850.1
F4JB05	AT1G56070.3
F4JB46	AT3G19230.1
F4JB65	AT3G19370.3
F4JB86	AT3G19515.2
F4JBC7	AT3G26040.1
F4JBE2	AT3G26120.1
F4JBG0	AT3G32896.1
F4JBG1	AT3G32904.1
F4JBG6	AT3G32960.1
F4JBJ9	AT3G47490.3
F4JBK4	AT3G47540.2
F4JBL2	AT3G47560.2
F4JBM4	AT3G53780.2
F4JBP3	AT3G53930.1
F4JBR5	AT3G54070.1
F4JBT8	AT3G60420.1
F4JBU0	AT3G60440.1
F4JBX1	AT3G60650.1
F4JC04	AT3G06545.1
F4JC18	AT3G06640.1
F4JC20	AT3G66652.3
F4JC28	AT3G36659.1
F4JC31	AT3G06670.2
F4JC50	AT3G06778.1
F4JC55	AT3G06820.3
F4JC74	AT3G13210.1
F4JC80	AT3G13225.2
F4JC91	AT3G13280.1
F4JC97	AT3G13330.1
F4JCA2	AT3G13370.1
F4JCA6	AT3G13404.1
F4JCB2	AT3G19600.1
F4JCB3	AT3G19610.1
F4JCC1	AT3G19670.3
F4JCC9	AT3G19740.1
F4JCD3	AT3G19780.1
F4JCH0	AT3G26235.1
F4JCI2	AT3G26360.2
F4JCI4	AT3G26380.1
F4JCI5	AT3G26390.1
F4JCJ4	AT3G26445.1
F4JCM1	AT3G33293.1
F4JCM2	AT3G33393.1
F4JCM3	AT3G33494.1
F4JCM7	AT3G33530.3
F4JCN4	AT3G47670.1
F4JCN9	AT3G47710.1
F4JCQ3	AT3G47830.1
F4JCQ8	AT3G47850.1
F4JCR1	AT3G47890.2
F4JCR3	AT3G47910.2
F4JCS8	AT3G48050.2
F4JCU0	AT3G54230.5
F4JCU3	AT3G54250.1
F4JCV6	AT3G54350.5
F4JCX0	AT3G54440.2
F4JCX9	AT3G54500.4
F4JCY2	AT3G54510.2
F4JCZ1	AT3G54580.1
F4JD14	AT3G60920.1
F4JD16	AT3G60950.1
F4JD24	AT3G61010.3
F4JD25	AT3G61028.2
F4JD27	AT3G61030.1
F4JD28	AT3G61035.1
F4JD67	AT3G06870.1
F4JD91	AT3G07060.1
F4JDB5	AT3G13433.1
F4JDC7	AT3G13480.2
F4JDE3	AT3G13590.1
F4JDF3	AT3G13662.1
F4JDF8	AT3G13677.1
F4JDI6	AT3G20150.1
F4JDJ0	AT3G20180.3
F4JDL5	AT3G20362.1
F4JDN8	AT3G26700.3
F4JDP4	AT3G26742.1
F4JDQ4	AT3G26800.1
F4JDQ6	AT3G26820.1
F4JDR1	AT3G26855.1
F4JDS7	AT3G41762.1
F4JDT6	AT3G42155.1
F4JDV4	AT3G48195.1
F4JDY6	AT3G48400.1
F4JE34	AT3G54826.1
F4JE35	AT3G54830.2
F4JEB4	AT3G01410.2
F4JED3	AT3G07250.1
F4JEG0	AT3G07460.2
F4JEH7	AT3G07565.4
F4JEI7	AT3G13780.1
F4JEI8	AT3G13782.2
F4JEN3	AT3G14030.1
F4JEP5	AT3G20475.1
F4JEP8	AT3G20490.1
F4JEQ1	AT3G20520.1
F4JEQ2	AT3G20530.1
F4JEQ6	AT3G20555.1
F4JET1	AT3G20760.1
F4JEV5	AT3G26960.1
F4JEW1	AT3G27025.1
F4JEW3	AT3G27030.1
F4JEX5	AT3G27120.1
F4JF07	AT3G42550.1
F4JF10	AT3G42570.1
F4JF14	AT3G42660.1
F4JF18	AT3G48480.1
F4JF21	AT3G48500.1
F4JF32	AT3G48600.2
F4JF35	AT3G48620.1
F4JF36	AT3G48630.1
F4JF53	AT3G48790.1
F4JF58	AT3G48830.1
F4JF59	AT3G48840.1
F4JF82	AT3G55020.1
F4JFA0	AT3G55160.3
F4JFC6	AT3G61500.2
F4JFF2	AT3G61690.3
F4JFH6	AT3G61840.1
F4JFJ3	AT3G02060.3
F4JFN3	AT3G07770.3
F4JFN7	AT3G07810.2
F4JFQ0	AT3G07920.1
F4JFR7	AT3G14140.1
F4JFS3	AT3G14172.1
F4JFU8	AT3G14360.1
F4JFX4	AT4G07965.1
F4JFY6	AT4G08395.1
F4JFZ4	AT4G08263.1
F4JFZ6	AT4G08267.1
F4JG03	AT4G08320.2
F4JG06	AT4G07990.1
F4JG10	AT4G08160.1
F4JG15	AT4G08097.1
F4JG23	AT4G01575.1
F4JG28	AT4G01595.1
F4JG50	AT4G01735.1
F4JG55	AT4G01780.1
F4JG68	AT4G01880.1
F4JG70	AT4G01890.1
F4JG75	AT4G01915.3
F4JG82	AT4G03443.1
F4JG84	AT4G03460.1
F4JG86	AT4G03480.1
F4JG98	AT4G03565.1
F4JGB0	AT4G03728.1
F4JGB4	AT4G04200.1
F4JGB6	AT4G04220.1
F4JGB7	AT4G04260.2
F4JGC5	AT4G04360.1
