query	subject	tmscore	seq_id	rmsd	aligned_length
F6I276	M4IRL4	0.9289	0.801	1.32	146.0
A0A3Q7EJR1	Q9LD45	0.47474	0.23	3.81	126.0
Q84MA8	Q84MA8	1.0	1.0	0.0	530.0
K7LHA5	Q9ZV43	0.45238	0.529	2.71	87.0
A0A2R6QNT5	P43057	0.28801	0.087	7.32	219.0
A0A2P5XJA7	Q9SU08	0.81432	0.761	1.85	113.0
F6H985	O81472	0.20334	0.217	6.07	106.0
Q9LXH3	A7HM36	0.67329	0.289	1.57	97.0
Q8VYG2	Q8VYG2	1.0	1.0	0.0	424.0
Q9M031	A8MXD5	0.38192	0.296	3.11	169.0
Q38851	Q38851	1.0	1.0	0.0	236.0
Q8GX45	Q9VDL1	0.8516	0.275	2.16	218.0
A0A199V594	O88379	0.1731	0.069	8.22	231.0
A0A0P0XP47	P0DO07	0.51705	0.199	4.87	241.0
O49653	A7SXZ6	0.94522	0.704	0.44	335.0
F4J7A7	F4J7A7	1.0	1.0	0.0	280.0
Q93XY1	Q4R3Q7	0.30097	0.084	6.39	274.0
A0A2P5YI31	Q9ZVC9	0.40823	0.142	4.04	233.0
B6TJK3	Q9M9B4	0.85473	0.625	2.3	104.0
A0A804JSD3	Q5E975	0.61088	0.385	2.61	78.0
W1NFZ5	Q54JB0	0.68847	0.24	2.16	125.0
F4HXY7	F4HXY7	1.0	1.0	0.0	425.0
Q9FZ95	Q9FZ95	1.0	1.0	0.0	351.0
A0A0P0Y2T4	Q9SF12	0.70694	0.147	4.11	354.0
Q9FNQ0	Q9FNQ0	1.0	1.0	0.0	625.0
A0A804NJJ0	Q54H46	0.497	0.347	4.33	277.0
A0A0Q3H2I4	Q60668	0.20424	0.052	5.7	153.0
A0A804J2D2	Q2QQ99	0.36542	0.375	4.21	64.0
A0A0P0XJ84	F4KIB2	0.98563	0.857	0.77	279.0
Q9LIK5	Q9LIK5	1.0	1.0	0.0	173.0
K7L0J3	Q9M9B2	0.27812	0.246	5.62	130.0
Q9SZ11	Q9SZ11	1.0	1.0	0.0	759.0
Q9XGX0	Q9XGX0	1.0	1.0	0.0	331.0
Q9LYR4	B2HP98	0.81799	0.482	1.09	365.0
Q6YRN2	Q7NHA1	0.44538	0.386	1.03	57.0
A8MQH9	Q9LF24	0.22488	0.134	7.58	313.0
A0A2I0VIF5	Q9S7V4	0.47752	0.561	4.14	157.0
U5D2U2	Q15GI3	0.97025	0.508	0.78	132.0
O48791	O48791	1.0	1.0	0.0	496.0
W1NX83	Q9LW84	0.88282	0.546	2.49	293.0
Q9SRZ2	B9FDR3	0.62182	0.089	4.49	259.0
A0A2I0WBY8	Q9LW48	0.39603	0.374	5.02	139.0
A0A3Q7H2G2	O81972	0.82388	0.409	3.02	181.0
C4J431	Q9SU29	0.73513	0.35	4.48	749.0
A0A7J7HRE1	Q39090	0.81069	0.203	3.2	350.0
Q2QQC9	Q9NUD9	0.81274	0.314	2.82	424.0
A0A7J7H019	Q9H7N4	0.12438	0.079	8.9	203.0
A0A2I0VEI8	Q9LIE5	0.71739	0.317	1.93	120.0
O49603	O49603	1.0	1.0	0.0	180.0
K7MC85	Q9SL67	0.63005	0.642	3.1	81.0
K7MDC7	Q9SZ66	0.47113	0.254	4.35	276.0
A0A2I0VW40	Q39644	0.3915	0.382	3.53	55.0
A0A0P0V9Y5	nan				
A0A7J7I3H5	A0A0P0V4R0	0.60288	0.429	2.92	56.0
Q9M397	Q5R866	0.1692	0.089	7.18	124.0
Q8S4Q4	P38094	0.84783	0.312	1.98	384.0
A0A498KFA2	Q17Q97	0.61575	0.234	1.96	145.0
F6H8C9	P86472	0.54013	0.337	1.84	86.0
Q9SEE5	Q9SEE5	1.0	1.0	0.0	496.0
A0A2P5YBA6	Q8RWZ5	0.91799	0.5	2.24	318.0
P57742	P57742	1.0	1.0	0.0	151.0
F4JJG0	O23382	0.83924	0.657	2.39	216.0
Q9LQ19	Q80WQ9	0.52356	0.14	5.4	493.0
Q9M292	Q969V3	0.79787	0.333	3.06	490.0
W1PNN4	Q7XKV2	0.9887	0.651	0.61	189.0
O81235	O81235	1.0	1.0	0.0	231.0
A0A3S3PSU0	P93050	0.36831	0.643	3.05	126.0
K7MBT3	Q9YHD3	0.32801	0.104	5.77	106.0
A0A199VWN9	Q41048	0.45367	0.124	3.73	129.0
K7K393	C0LGL9	0.94481	0.485	0.84	68.0
O22160	O22160	1.0	1.0	0.0	224.0
P81009	P81009	1.0	1.0	0.0	47.0
A0A498IPS9	Q5NVT2	0.18849	0.041	6.35	98.0
A0A2I0XFD0	Q9D113	0.62423	0.34	1.72	53.0
Q53PG9	Q94A64	0.38969	0.047	5.42	212.0
A0A199UWB7	F4HSD5	0.17932	0.155	6.3	207.0
A0A443PGN9	Q43387	0.93579	0.64	1.52	111.0
A0A7J7HPA7	Q9JJW6	0.11681	0.186	3.39	86.0
A0A7J7GS60	P04122	0.68867	0.282	2.66	131.0
Q8LEZ8	Q8LEZ8	1.0	1.0	0.0	161.0
P0CJ66	O75821	0.36733	0.272	3.84	92.0
Q949M9	Q949M9	1.0	1.0	0.0	353.0
A0A7J7G722	P59082	0.39693	0.31	2.33	158.0
A0A7J7G1H9	F4IFD0	0.84078	0.256	2.57	238.0
Q9C5Y4	Q9C5Y4	1.0	1.0	0.0	1175.0
A0A3Q7HDZ5	Q8L3X9	0.94538	0.732	1.88	451.0
A0A0R0K9N2	Q949W6	0.17515	0.198	7.69	167.0
W1PDU5	Q5MLE9	0.58947	0.219	4.21	151.0
U5D4B2	Q9FGY4	0.7569	0.266	2.75	154.0
Q9M4A1	Q9M4A1	1.0	1.0	0.0	383.0
Q9C998	Q9C998	1.0	1.0	0.0	267.0
A0A2K2DV08	Q9FLS0	0.54812	0.147	4.42	313.0
A0A6I9T519	P20825	0.54057	0.299	2.13	278.0
K7UM39	Q6DJH2	0.87587	0.35	2.11	260.0
A0A3Q7EG54	Q17569	0.35362	0.137	5.17	175.0
A0A0R0GS25	Q9FGH9	0.58037	0.396	3.76	467.0
Q8RW95	Q922M5	0.16524	0.041	7.14	145.0
A0A7J7H0P1	O22727	0.68712	0.229	4.07	227.0
Q9SCV8	Q9SCV8	1.0	1.0	0.0	724.0
A8MSD8	Q21018	0.75723	0.2	3.25	190.0
Q9SUW0	Q9SUW0	1.0	1.0	0.0	377.0
F4J609	Q5GLZ8	0.71456	0.303	1.92	353.0
Q9C8M0	Q9C8M0	1.0	1.0	0.0	314.0
I1J154	Q9ZUV1	0.42567	0.234	3.82	158.0
A0A1D6JKC9	Q42556	0.86367	0.322	3.14	826.0
A0A3Q7H3Q4	O82225	0.75219	0.437	2.14	71.0
Q5Z6F6	Q5Z6F6	1.0	1.0	0.0	256.0
Q0D4Q6	Q67UU0	0.55118	0.333	4.13	111.0
A0A498ITY5	Q9SAK0	0.63129	0.481	4.33	216.0
Q9FHJ1	Q9LUN2	0.6752	0.659	4.15	205.0
Q9C9G6	Q9C9G6	1.0	1.0	0.0	157.0
I1LE35	Q9LJ85	0.46895	0.3	4.34	150.0
A0A804I213	Q500V5	0.1893	0.287	5.26	202.0
A0A498IWH8	Q9SQV1	0.49837	0.469	2.82	49.0
Q7X843	Q7X843	1.0	1.0	0.0	349.0
A0A3Q7FH34	Q9SUN6	0.81959	0.671	2.86	289.0
A0A2R6RC73	O31824	0.75488	0.21	2.27	105.0
Q8LEV7	Q8LEV7	1.0	1.0	0.0	252.0
Q75M58	Q9LQX2	0.41588	0.374	4.07	99.0
P92962	P92962	1.0	1.0	0.0	439.0
W1NKW1	Q9C5S2	0.63647	0.407	3.28	140.0
Q9SZG1	Q9SZG1	1.0	1.0	0.0	432.0
Q9LUD6	Q9LUD6	1.0	1.0	0.0	405.0
A0A7J7FQD4	O65059	0.54409	0.727	2.89	66.0
C7J3N2	Q3EDG5	0.73754	0.626	3.28	182.0
Q9LXP4	Q54NS9	0.89535	0.348	2.45	356.0
K7N3V7	B1ASB6	0.35706	0.09	4.73	156.0
I1I3P2	P10978	0.22703	0.138	5.77	167.0
F4IVI0	F4IVI0	1.0	1.0	0.0	525.0
A0A498HIE0	M4I1C6	0.47756	0.646	1.65	144.0
A0A2I0V796	Q7K1U0	0.42297	0.128	3.29	117.0
A0A2P5WS24	Q9SJ52	0.70239	0.189	2.95	196.0
W1NNL6	Q05492	0.48556	0.759	2.35	58.0
Q9CA78	Q9CA78	1.0	1.0	0.0	798.0
A0A2P5Y5A6	Q8GU92	0.5072	0.324	3.02	74.0
A0A0R0KCT5	Q0P9V4	0.50137	0.181	5.03	281.0
W1PUV0	Q9LMP1	0.80074	0.265	1.91	136.0
A0A2P5XQE5	Q9SJU9	0.34649	0.224	3.39	76.0
A0A2R6PX90	Q8W4N3	0.47781	0.468	4.07	250.0
Q9LZX2	P20144	0.53006	0.354	2.37	99.0
Q9FMW7	Q9UKC9	0.86016	0.272	2.83	382.0
I1LC48	P93829	0.71807	0.42	3.15	150.0
A0A0P0V454	Q9SD53	0.74841	0.235	2.46	136.0
A0A7J7HF87	O04705	0.93285	0.608	0.72	355.0
A0A498IH41	P38076	0.48629	0.803	1.13	325.0
F4K1D3	P47815	0.76025	0.848	2.25	125.0
Q6NLA5	Q6NLA5	1.0	1.0	0.0	226.0
A0A6I9TKK9	Q7K1U0	0.60139	0.199	4.36	186.0
Q8L500	Q8L500	1.0	1.0	0.0	468.0
F4KGY0	Q8TEQ8	0.84166	0.301	3.52	866.0
A0A0R0IDI3	A6BM07	0.91067	0.801	1.76	156.0
Q8LE63	Q2KJ22	0.4035	0.411	3.76	302.0
O49354	O49354	1.0	1.0	0.0	322.0
A0A1D6MHR4	P25776	0.91598	0.864	1.32	162.0
A0A498IFD2	P49676	0.92081	0.439	2.11	330.0
D7U4J7	B6VRE8	0.97821	0.692	0.59	107.0
A0A3Q7J928	F4IFD0	0.83093	0.284	2.91	271.0
Q8VXV0	Q8K4F5	0.70097	0.21	2.67	262.0
A0A7J7HK64	G7L1W7	0.85767	0.681	2.1	135.0
Q7G754	Q53595	0.40018	0.215	3.03	93.0
A0A2I0WYH5	Q9T039	0.35823	0.257	3.96	70.0
Q8S8F1	Q91ZR5	0.42108	0.094	4.11	139.0
Q0WP96	Q0WP96	1.0	1.0	0.0	288.0
A0A804L4P0	Q5JTH9	0.64991	0.155	6.16	927.0
A0A7J7GH14	O81825	0.87479	0.39	1.61	77.0
A0A7J7I5N6	O74857	0.67251	0.295	1.97	88.0
F4JNY0	F4JNY0	1.0	1.0	0.0	610.0
F6I547	O57683	0.96737	0.679	0.59	78.0
Q9FKS7	P39664	0.29536	0.139	4.25	115.0
O23487	O23487	1.0	1.0	0.0	467.0
Q6DR04	Q6DR04	1.0	1.0	0.0	431.0
Q8VZK1	Q6NVE8	0.53293	0.301	4.61	392.0
A0A2I0V6K5	F4I3P9	0.9527	0.62	1.58	355.0
A0A3S3NPT7	D5J9U8	0.87368	0.421	1.99	152.0
I1GLT2	P51989	0.27572	0.118	4.06	93.0
Q38942	Q38942	1.0	1.0	0.0	349.0
A0A498J1I1	Q500V2	0.40968	0.309	1.51	55.0
A0A199VFF0	O52177	0.52352	0.327	4.24	226.0
A0A804M9X3	Q9LX20	0.8377	0.475	1.99	118.0
Q9SU93	Q8N129	0.33895	0.161	3.35	124.0
Q84UV0	Q84UV0	1.0	1.0	0.0	569.0
O22467	O22467	1.0	1.0	0.0	424.0
Q8RY25	Q8RY25	1.0	1.0	0.0	1041.0
D7TMZ6	P54873	0.98898	0.761	0.43	117.0
A0A199UT82	B1XL18	0.80413	0.181	2.16	105.0
Q945Q5	Q5N1P5	0.56022	0.234	2.17	124.0
A0A498K171	Q9SIT7	0.5452	0.2	4.36	305.0
Q9LK52	Q0VFP5	0.58438	0.416	3.42	161.0
A0A0N7KS71	Q6ZQ08	0.55994	0.127	5.77	332.0
A0A7J7HB52	Q9ZU11	0.46025	0.19	3.81	79.0
Q9M143	P90990	0.30389	0.113	5.88	204.0
A0A3Q7EWS1	Q6YVY6	0.38281	0.312	4.08	96.0
A0A498JC22	K0J107	0.57827	0.232	3.86	203.0
Q2QY84	Q9FJR5	0.83812	0.19	1.6	174.0
Q9LD90	Q9LD90	1.0	1.0	0.0	565.0
A0A0P0X9T9	P28644	0.22076	0.062	4.06	96.0
A0A804HZA9	Q96376	0.88085	0.38	2.78	305.0
F4HPM4	P80728	0.28114	0.393	1.39	107.0
Q5XV39	Q05004	0.60091	0.158	4.37	393.0
A0A804NEE3	Q0JMH0	0.95686	0.751	1.38	225.0
A0A498HVE7	O65258	0.44587	0.504	4.1	115.0
Q9SJQ8	Q8BYI8	0.33241	0.078	6.32	180.0
Q39266	Q39266	1.0	1.0	0.0	209.0
F4IME8	I1LPE9	0.69258	0.616	3.7	224.0
A0A804MKI7	P46270	0.96488	0.683	0.55	63.0
Q67YE6	Q67YE6	1.0	1.0	0.0	186.0
F4II37	Q7SY07	0.63301	0.254	3.3	134.0
Q9SGI7	Q9SGI7	1.0	1.0	0.0	654.0
A0A804R649	Q56XV8	0.88393	0.489	1.68	131.0
Q9LFH6	Q9LFH6	1.0	1.0	0.0	299.0
W1PZB0	Q00624	0.84684	0.421	2.24	126.0
A0A2P5WYY8	Q9FY48	0.54258	0.624	2.76	133.0
A0A2P5VTS7	Q6AVI0	0.29152	0.204	5.96	437.0
A0A0P0WN72	A2WWU2	0.9654	0.953	0.93	106.0
A0A199W3C5	Q8RWU4	0.83955	0.39	2.34	159.0
A0A2R6QHF3	Q8VY16	0.46857	0.485	3.04	171.0
Q93ZX4	Q10946	0.40794	0.305	2.92	302.0
O80574	O80574	1.0	1.0	0.0	347.0
A0A6I9U838	Q9MA92	0.28296	0.103	5.31	223.0
A0A804RK26	Q2V0Z5	0.40886	0.278	3.0	108.0
F6HMJ6	Q36450	0.91686	0.902	1.36	92.0
Q8GXU8	Q8GXU8	1.0	1.0	0.0	356.0
Q0DVY2	Q78T81	0.14951	0.176	4.31	159.0
A0A1I9LM22	Q95TS5	0.77385	0.254	3.8	606.0
A0A2I0X1Y8	Q9AQW1	0.9536	0.751	1.57	337.0
Q0IXM0	Q8LGS1	0.21118	0.232	5.92	112.0
A0A2P5WVR2	P46032	0.74135	0.5	3.07	152.0
Q67YJ7	Q9LT57	0.56953	0.422	2.54	211.0
Q8RXU5	Q8RXU5	1.0	1.0	0.0	92.0
A0A2K2DRS9	P0CD54	0.49266	0.699	2.79	83.0
A0A2I0W453	P0CT43	0.7695	0.307	2.58	127.0
Q8VYT6	Q8N6R0	0.54818	0.228	6.11	534.0
A0A7J7FXQ7	Q96LD8	0.61308	0.234	3.22	145.0
Q9LFM8	Q9SD53	0.85231	0.261	3.12	402.0
A0A498I2A1	Q80VC9	0.14587	0.039	7.76	155.0
A0A7J7HEJ6	Q9SQT8	0.92122	0.587	1.83	189.0
Q8GWZ6	Q8GWZ6	1.0	1.0	0.0	275.0
Q9M644	Q9M644	1.0	1.0	0.0	211.0
K7MSD7	Q94HW2	0.50788	0.217	3.67	138.0
B9FM60	Q9LF24	0.1902	0.06	8.65	284.0
A0A498JPE0	Q2PGG3	0.80728	0.647	2.71	167.0
Q9SNC3	Q9SNC3	1.0	1.0	0.0	420.0
A0A804P2L3	Q9LNJ0	0.89463	0.488	2.64	297.0
Q9FMS5	Q9FMS5	1.0	1.0	0.0	672.0
D7U0B9	Q94A18	0.70881	0.847	1.67	98.0
A0A6I9SUD5	Q9M2U3	0.83918	0.199	2.79	302.0
A0A1I9LT05	Q9SD53	0.6765	0.45	2.78	160.0
C4J6V7	A0A1S3X835	0.51282	0.367	3.04	150.0
Q9LSP8	Q9LSP8	1.0	1.0	0.0	838.0
Q66GR7	O08307	0.68885	0.233	2.75	266.0
A0A443NQI0	P15268	0.44567	0.156	5.24	269.0
A0A0P0YCP0	Q9FM89	0.70444	0.125	4.05	320.0
A0A199UIQ9	Q9CZT4	0.76891	0.266	3.81	184.0
A8MSD3	Q971J4	0.86116	0.272	1.9	239.0
Q9C6K4	Q9SDW0	0.30713	0.111	5.44	162.0
A0A0P0Y041	Q05022	0.64186	0.17	3.14	176.0
A0A2I0WIE0	P0CT39	0.94787	0.291	1.37	230.0
A0A498JEJ6	O48901	0.68017	0.726	1.35	117.0
Q8RWW3	O59713	0.80351	0.496	1.74	375.0
Q9SFE3	Q9SLG9	0.46348	0.283	4.12	223.0
A0A0P0XI85	Q9XJ61	0.47264	0.515	3.32	103.0
A0A2K2CFK7	Q8L727	0.38818	0.222	3.02	144.0
A0A2I0W9H0	Q9YHD3	0.2988	0.081	5.96	99.0
A0A7J7G999	A0NDG6	0.77734	0.258	1.64	93.0
A0A804NS23	Q6Z4P2	0.58297	0.533	3.37	169.0
F6H6W7	F4J738	0.74461	0.224	3.13	299.0
A0A7J7I4I2	Q9XEC1	0.34908	0.098	5.0	183.0
I1KLS4	O94683	0.21337	0.321	4.13	78.0
Q8L493	Q8L493	1.0	1.0	0.0	373.0
A0A199VXY9	P0CM31	0.66156	0.22	2.84	100.0
A0A3S3NIF1	D9N129	0.57135	0.153	4.25	235.0
P29388	P29388	1.0	1.0	0.0	669.0
O80915	O80915	1.0	1.0	0.0	220.0
A0A0R0JJP3	P52780	0.86303	0.763	2.72	177.0
A0A0P0VIR6	Q9FHK4	0.19564	0.256	6.59	215.0
Q9LUV1	Q9LUV1	1.0	1.0	0.0	173.0
A0A0P0VPW9	Q42997	0.99861	0.953	0.23	278.0
F6I303	F4JN35	0.51787	0.543	2.99	184.0
A0A7J7FUI9	O22768	0.29179	0.698	4.45	106.0
A0A804IIG5	O75145	0.2655	0.109	5.23	193.0
Q9C9A9	Q9C9A9	1.0	1.0	0.0	392.0
A0A0P0W6H0	nan				
A0A3S4NTA7	Q8K215	0.59822	0.308	1.15	78.0
K7MJF3	O31207	0.24887	0.101	4.52	198.0
Q9SI32	P47140	0.53881	0.322	3.58	242.0
F6H6P0	P29516	0.98307	0.914	0.83	152.0
A0A804QAI8	P02826	0.94617	0.754	0.76	69.0
A0A0P0WUC6	Q9SJR5	0.17058	0.037	6.69	81.0
F6GYW3	Q8S9K8	0.89487	0.615	1.15	65.0
A0A498K2R4	Q9SVM9	0.87355	0.404	1.5	94.0
A0A7J7G6X5	O17405	0.74597	0.299	2.53	394.0
C0PG02	F4K1Z0	0.30594	0.466	4.09	232.0
Q9FQ09	Q9FQ09	1.0	1.0	0.0	680.0
Q9SIH2	Q9SIH2	1.0	1.0	0.0	255.0
A0A3Q7G4G3	P0CV72	0.78506	0.303	2.52	132.0
I1HPN1	Q0DFT7	0.36425	0.308	4.95	143.0
Q8S9L5	Q8S9L5	1.0	1.0	0.0	547.0
F6I580	Q6ZQ03	0.21347	0.206	6.42	136.0
Q9SJW9	Q9SJW9	1.0	1.0	0.0	571.0
Q84L31	Q40742	0.46833	0.375	4.98	253.0
Q1PE01	Q17Q97	0.59497	0.218	2.02	142.0
A0A3Q7HQD8	P16423	0.59763	0.174	4.25	213.0
I1M253	Q41112	0.4604	0.909	1.88	99.0
K7KXV1	P33079	0.86262	0.945	1.94	91.0
A0A7J7HDR0	Q2QWK9	0.59031	0.433	4.23	203.0
A0A3Q7GXA4	Q8VYW1	0.71234	0.713	3.15	94.0
F4HTR3	Q922M5	0.18094	0.049	6.91	144.0
A0A3S4N3W8	Q9C7A2	0.36357	0.214	3.8	309.0
A0A7J7GKK7	Q96B26	0.79604	0.378	1.42	98.0
Q9M565	Q9M565	1.0	1.0	0.0	210.0
A0A498J4I1	Q5NIB1	0.55934	0.121	2.86	107.0
Q94BZ0	P0DPE4	0.74587	0.184	3.21	358.0
A0A6I9TXA1	Q8R0C0	0.27012	0.119	4.84	84.0
Q9LKF9	Q9LKF9	1.0	1.0	0.0	739.0
A0A0P0UXN8	Q9C6H3	0.49852	0.184	5.06	250.0
Q5Z9C8	P29602	0.51743	0.337	2.03	104.0
A0A3Q7GVG7	O94889	0.95546	0.298	1.02	168.0
Q5EAI9	Q5QLR5	0.29604	0.345	5.98	197.0
I1H405	Q40070	0.46521	0.756	3.98	90.0
A0A2P5XUW2	Q9FF78	0.66545	0.379	3.14	153.0
F6HJ56	Q8GX29	0.86662	0.548	2.07	177.0
A0A2I0W7H8	F4KHD8	0.70091	0.396	4.19	480.0
Q9LP56	Q9LP56	1.0	1.0	0.0	259.0
Q9CAQ2	Q9CAQ2	1.0	1.0	0.0	114.0
Q8VZR2	Q8VZR2	1.0	1.0	0.0	674.0
A0A2I0VRB9	Q94HW2	0.44845	0.407	3.14	182.0
W1NLK6	Q8S2T0	0.2405	0.094	5.65	234.0
F4I5L3	Q3ECB8	0.68051	0.726	1.86	62.0
A0A498IG02	Q8VZS0	0.49552	0.727	1.94	319.0
A0A1P8AP99	Q8BZG5	0.76403	0.265	2.75	437.0
K7URA7	Q8H1M0	0.56333	0.207	4.23	372.0
F4K2Y3	B2RIT0	0.70386	0.146	4.08	595.0
A0A6I9T8P8	O00370	0.43223	0.144	4.55	118.0
A0A498KCL2	Q2R2D5	0.91331	0.349	1.87	275.0
A0A804J243	O81645	0.5665	0.583	3.18	96.0
O80456	Q9EY50	0.52073	0.108	4.02	296.0
A0A2P5Y938	K7WCI9	0.9622	0.625	1.45	288.0
F4J3G5	F4J3G5	1.0	1.0	0.0	519.0
A0A199UDQ6	Q9LVE4	0.86911	0.696	2.42	362.0
Q84R20	Q921M3	0.7208	0.199	3.81	1081.0
Q94K75	Q94K75	1.0	1.0	0.0	401.0
I1L1A5	Q9XGM3	0.82482	0.258	4.73	1030.0
Q53PF9	Q9LPM2	0.46069	0.141	4.49	313.0
Q6IDC0	P0DI64	0.31568	0.067	3.79	150.0
Q6S5G3	Q6S5G3	1.0	1.0	0.0	793.0
A0A804UM46	Q8DJB3	0.74334	0.342	2.89	184.0
Q8RYD6	Q8RYD6	1.0	1.0	0.0	331.0
K7L8P6	Q9LF24	0.27384	0.187	7.79	374.0
P48732	P48732	1.0	1.0	0.0	543.0
A0A3S3N3Y6	O49255	0.31103	0.415	3.35	188.0
A0A804K873	Q7G764	0.93809	0.519	0.63	52.0
F2Y4A3	F2Y4A3	1.0	1.0	0.0	481.0
A0A804NIF9	Q9ATM3	0.38429	0.831	3.7	154.0
Q9M276	Q9M276	1.0	1.0	0.0	235.0
Q8W4C5	Q0IU52	0.77687	0.444	2.5	385.0
Q7XQQ2	Q7XQQ2	1.0	1.0	0.0	175.0
A0A498HC64	Q1PFE1	0.39597	0.219	3.85	64.0
P28769	P28769	1.0	1.0	0.0	545.0
A0A2P5XD69	P54162	0.51227	0.18	1.97	122.0
A0A498IUX9	Q25AG3	0.93614	0.413	2.07	416.0
I1NB78	I6YGS0	0.92041	0.382	2.03	309.0
A0MEB5	A0MEB5	1.0	1.0	0.0	327.0
A0A498IBT0	Q92733	0.17937	0.154	7.67	136.0
B4FZ50	Q9SXB5	0.78242	0.422	2.46	275.0
A0A3Q7GXE9	Q94HW2	0.73693	0.406	2.39	101.0
A0A804L167	Q6Z6L4	0.93024	0.8	0.73	160.0
A0A498HZ64	O22860	0.5249	0.899	0.25	69.0
Q9FVP7	Q9XSC3	0.60807	0.261	4.61	421.0
A0A6I9TUI2	Q2V4B2	0.89959	0.417	1.33	108.0
A0A7J7GHT0	Q9SS87	0.89904	0.4	2.51	225.0
K7MGD4	Q9SX03	0.62627	0.512	4.29	168.0
D7SRR2	Q5M7P6	0.78479	0.373	1.82	59.0
Q4PSX8	O04582	0.9158	0.545	1.49	121.0
A0A804LZ41	A7SKE9	0.53561	0.235	2.37	85.0
A0A3S3R4L9	Q10MC0	0.97731	0.79	1.28	300.0
Q9FNL4	Q9LX29	0.79398	0.33	3.32	303.0
Q2QQ58	O65272	0.51878	0.075	3.39	159.0
K7KQI7	Q5T0T0	0.21802	0.231	5.03	91.0
Q0JKN7	Q9FNE8	0.39579	0.407	2.54	172.0
A0A3Q7J429	Q9ZQ31	0.78677	0.683	2.13	101.0
F4KFB3	F4KFB3	1.0	1.0	0.0	598.0
Q7Y1E1	Q94K80	0.2915	0.282	4.85	142.0
Q7X7E6	Q7X7E6	1.0	1.0	0.0	158.0
P43401	P43401	1.0	1.0	0.0	77.0
Q9LW20	Q9LW20	1.0	1.0	0.0	280.0
A0A804NP24	Q8W4N3	0.40673	0.337	4.3	368.0
A0A2R6PHI9	Q9SH26	0.67731	0.155	4.61	355.0
Q8RX55	Q8RX55	1.0	1.0	0.0	672.0
Q9FF85	O04023	0.58618	0.195	4.3	174.0
A0A0Q3S109	Q9FNN6	0.26496	0.065	5.37	92.0
Q5VMW0	Q8LPS2	0.50728	0.192	3.95	130.0
Q5NA09	Q9LFG0	0.32851	0.262	5.44	103.0
A0A3Q7GIY4	Q9LUB6	0.74114	0.53	2.51	134.0
K7K263	O14199	0.49867	0.365	2.41	74.0
Q8RVL2	Q8RVL2	1.0	1.0	0.0	2151.0
A0A0R0F1H8	P50162	0.92159	0.551	1.76	98.0
A0A2I0W1R3	Q5BJQ7	0.43111	0.176	3.38	125.0
A0A2P5VWX1	Q9SPM5	0.76993	0.592	2.47	125.0
A0A1D6HA45	Q6ETW4	0.86356	0.532	1.89	171.0
F4K3U7	Q9JMD3	0.42158	0.129	3.53	233.0
Q8GYC7	Q8GYC7	1.0	1.0	0.0	313.0
A0A3S3MKG8	Q9C5V5	0.64995	0.391	1.65	69.0
A0A498IPM7	Q9FI14	0.76914	0.165	3.7	395.0
A0A6I9T7F4	A0SWL0	0.20116	0.253	3.57	190.0
A0A804MM01	Q96PP9	0.94185	0.318	1.24	170.0
A0A1P8B6C8	Q9LXB5	0.41502	0.214	2.54	84.0
K7LN12	Q1DZ34	0.17982	0.091	7.95	164.0
A0A199VM15	P0C2W1	0.36448	0.25	4.02	68.0
C4J0J8	Q940A6	0.39007	0.103	6.8	321.0
A0A2R6PD61	Q9M8L3	0.25895	0.175	5.1	80.0
O64792	O64792	1.0	1.0	0.0	137.0
A0A2R6RGI7	Q9SY12	0.30297	0.274	3.14	124.0
Q940Y8	Q940Y8	1.0	1.0	0.0	684.0
A0A3Q7I715	O80915	0.57273	0.287	3.56	122.0
A0A7J7GGC3	Q9FPR3	0.62163	0.396	3.44	212.0
Q1H5C9	Q1H5C9	1.0	1.0	0.0	213.0
A0A199UPF2	B5X570	0.38967	0.418	4.22	177.0
D7U5U3	F4HVY0	0.86594	0.497	2.3	147.0
Q8VYC9	Q9D8X2	0.39849	0.191	5.08	136.0
A0A2R6PK75	P83326	0.91935	0.95	1.78	181.0
A0A0Q3J7K7	Q9FWZ1	0.66737	0.168	4.45	358.0
Q9SFD9	Q9P0P0	0.353	0.403	2.05	77.0
Q6IDA8	Q9D967	0.75123	0.409	1.32	149.0
A0A0P0WRY9	O22977	0.75708	0.5	2.46	100.0
A0A2P5VZ51	B2X050	0.94031	0.57	1.3	158.0
Q9FNE8	Q9FNE8	1.0	1.0	0.0	270.0
A0A2R6R3U3	Q762B4	0.24182	0.157	5.75	350.0
P46601	P46601	1.0	1.0	0.0	283.0
Q9M043	Q95215	0.53302	0.125	3.44	136.0
A0A199VRK9	P37890	0.98837	0.802	0.35	81.0
Q5XEZ8	Q5XEZ8	1.0	1.0	0.0	707.0
F4I5S3	Q6NU40	0.53859	0.334	5.32	605.0
A0A804NTK0	Q9FL54	0.26464	0.369	2.89	65.0
A0A1D6MUF4	Q9ULD9	0.14921	0.065	10.1	275.0
A0A2P5Y531	Q9LVP0	0.95122	0.336	0.98	128.0
A0A3Q7EY82	Q9SUN6	0.82999	0.618	2.47	435.0
A0A0P0VBZ2	Q9M8Y0	0.92229	0.76	1.99	154.0
A0A6I9TP82	Q9SZ59	0.2275	0.235	3.49	153.0
A0A1I9LN13	Q2TA44	0.21219	0.304	3.52	79.0
A0A7J7HIA5	Q3L181	0.88994	0.601	1.7	198.0
